cycle,games,decisive_games,avg_turns,avg_duration_secs,p0_success_avg,p1_success_avg,buffer_count,train_loss,policy_loss,value_loss
313,48,7,10.6458,5.2715,1.0625,1.1875,120000,1.853417,1.176887,0.676883
314,48,18,10.3542,5.1175,1.3750,1.4375,120000,1.852475,1.175527,0.677300
315,48,10,10.6458,5.0061,1.2292,1.3542,120000,1.849687,1.174549,0.675489
316,48,17,10.1042,5.0743,1.3958,1.4792,120000,1.867239,1.189563,0.678033
317,48,16,10.3542,5.2689,1.3333,1.4375,120000,1.859864,1.180680,0.679538
318,48,17,9.9167,5.2523,1.2708,1.5625,120000,1.855300,1.173882,0.681770
319,48,16,9.9375,4.9634,1.3958,1.4167,120000,1.848832,1.175530,0.673655
320,48,21,9.7083,4.8870,1.4583,1.2708,120000,1.847188,1.172165,0.675375
321,48,17,10.1667,4.9928,1.5000,1.5000,120000,1.845276,1.171167,0.674459
322,48,17,10.0208,4.9964,1.2083,1.5417,120000,1.861688,1.181333,0.680710
323,48,15,10.1042,5.0499,1.4583,1.2292,120000,1.836752,1.160177,0.676923
324,48,20,10.0625,4.8723,1.4792,1.4167,120000,1.847388,1.167498,0.680240
325,48,18,10.0417,4.8363,1.4792,1.4167,120000,1.863485,1.185777,0.678063
326,48,26,9.5833,4.7963,1.3125,1.3958,120000,1.850185,1.173894,0.676644
327,48,13,10.0833,4.9443,1.3125,1.3750,120000,1.852199,1.179992,0.672561
328,48,19,9.7917,4.9496,1.3333,1.5833,120000,1.846649,1.170505,0.676495
329,48,17,9.8958,4.8430,1.6250,1.5000,120000,1.839628,1.166320,0.673658
330,48,15,10.2083,5.1979,1.3750,1.4167,120000,1.829381,1.152786,0.676941
331,48,15,10.0833,4.9990,1.4792,1.3542,120000,1.837383,1.161359,0.676371
332,48,14,9.9583,4.9451,1.2292,1.5208,120000,1.832378,1.160532,0.672195
333,48,18,10.0833,4.9794,1.4583,1.5833,120000,1.859772,1.186946,0.673182
334,48,20,9.7292,4.7666,1.4583,1.3958,120000,1.848393,1.175231,0.673514
335,48,15,10.2083,4.9863,1.3542,1.4583,120000,1.834548,1.167891,0.667007
336,48,14,10.3333,5.0124,1.3125,1.5208,120000,1.832800,1.158802,0.674345
337,48,16,10.1250,4.9771,1.3750,1.5000,120000,1.843948,1.170845,0.673454
338,48,18,10.2292,5.0191,1.4583,1.2292,120000,1.842098,1.174036,0.668413
339,48,18,10.2083,5.0204,1.5625,1.3542,120000,1.842903,1.173936,0.669319
340,48,16,10.0417,5.1324,1.3958,1.3125,120000,1.833723,1.162593,0.671478
341,48,14,10.1875,5.1558,1.4375,1.2708,120000,1.836263,1.173170,0.663444
342,48,20,9.8958,4.8043,1.3958,1.4375,120000,1.846831,1.177908,0.669276
343,48,18,9.6250,4.9384,1.3750,1.3333,120000,1.845857,1.176305,0.669905
344,48,19,9.9167,4.9720,1.6042,1.2917,120000,1.831997,1.163147,0.669198
345,48,10,10.3750,5.2440,1.3542,1.4167,120000,1.830504,1.165965,0.664888
346,48,22,9.7292,4.6437,1.4792,1.4167,120000,1.855766,1.188321,0.667801
347,48,17,10.2708,5.1160,1.5417,1.5208,120000,1.847732,1.181826,0.666260
348,48,20,9.9583,5.2880,1.5417,1.3542,120000,1.834311,1.173624,0.661039
349,48,18,10.0417,5.3268,1.5833,1.2083,120000,1.839355,1.172581,0.667126
350,48,13,10.0833,5.2433,1.4167,1.3750,120000,1.836004,1.165816,0.670537
351,48,19,9.7708,5.1026,1.6042,1.5000,120000,1.836038,1.168867,0.667522
352,48,19,10.2500,5.2319,1.4167,1.3958,120000,1.842070,1.174918,0.667504
353,48,19,10.0833,4.8743,1.8750,1.2917,120000,1.839931,1.173241,0.667042
354,48,16,9.7708,5.0868,1.4792,1.2292,120000,1.839033,1.169262,0.670121
355,48,15,9.7500,4.8841,1.1667,1.3958,120000,1.839805,1.167868,0.672287
356,48,18,10.0000,4.9912,1.5000,1.4583,120000,1.844266,1.177289,0.667331
357,48,14,10.3750,5.3390,1.2083,1.3542,120000,1.835482,1.169763,0.666070
358,48,13,10.4583,5.1356,1.4792,1.2500,120000,1.837402,1.168216,0.669536
359,48,18,9.9167,4.8980,1.3333,1.5833,120000,1.838842,1.168235,0.670957
360,48,14,9.9167,5.1232,1.2917,1.4167,120000,1.836149,1.167292,0.669207
361,48,11,10.1875,5.0261,1.2500,1.0833,120000,1.842989,1.175214,0.668128
362,48,14,10.3958,5.1050,1.3958,1.5625,120000,1.829660,1.164303,0.665706
363,48,18,9.9792,5.0563,1.3958,1.4167,120000,1.828571,1.161737,0.667183
364,48,15,10.2083,5.0284,1.2708,1.5000,120000,1.837489,1.170369,0.667471
365,48,15,9.6458,4.8404,1.3125,1.0625,120000,1.826582,1.161033,0.665897
366,48,16,9.8333,5.0323,1.5625,1.5000,120000,1.836311,1.170434,0.666228
367,48,14,10.2292,4.8579,1.1875,1.4792,120000,1.837776,1.170630,0.667498
368,48,19,9.5000,4.5969,1.3542,1.6042,120000,1.829785,1.161225,0.668909
369,48,21,10.0000,5.0061,1.4583,1.3333,120000,1.835519,1.171087,0.664783
370,48,22,9.7708,4.9588,1.4167,1.5417,120000,1.834774,1.170088,0.665037
371,48,15,10.1875,5.1716,1.2292,1.3958,120000,1.841642,1.170685,0.671309
372,48,20,9.7917,4.8649,1.4583,1.4792,120000,1.837721,1.168586,0.669485
373,48,21,9.9375,4.8448,1.5417,1.4375,120000,1.838703,1.173798,0.665256
374,48,20,10.0208,4.9358,1.6250,1.2917,120000,1.824904,1.163081,0.662173
375,48,14,10.1458,5.1192,1.2083,1.4792,120000,1.834135,1.167999,0.666486
376,48,17,9.6250,4.6632,1.2708,1.5625,120000,1.827508,1.162434,0.665423
377,48,12,10.1458,4.8524,1.4583,1.2708,120000,1.822030,1.154662,0.667714
378,48,22,9.6667,4.8516,1.1875,1.6667,120000,1.835825,1.174364,0.661813
379,48,10,10.3333,5.1763,1.2083,1.4583,120000,1.832903,1.169719,0.663534
380,48,16,9.7083,5.0237,1.1875,1.5417,120000,1.832615,1.167519,0.665446
381,48,9,10.2500,4.8936,1.3750,1.4167,120000,1.825778,1.159837,0.666289
382,48,17,9.8958,4.8445,1.7083,0.9375,120000,1.831098,1.166037,0.665411
383,48,17,9.7917,5.0007,1.5833,1.2083,120000,1.826465,1.163535,0.663279
384,48,17,10.1875,5.3065,1.5833,1.4167,120000,1.824994,1.158270,0.667071
385,48,17,9.6667,4.9493,1.6250,1.2500,120000,1.831835,1.169112,0.663074
386,48,9,10.1875,5.1116,1.3125,1.3542,120000,1.835989,1.174220,0.662121
387,48,12,10.0417,5.0241,1.4792,1.2083,120000,1.826203,1.161412,0.665140
388,48,16,9.9375,5.0785,1.3750,1.1250,120000,1.824273,1.156946,0.667674
389,48,19,9.7708,5.0806,1.2708,1.5833,120000,1.834298,1.171865,0.662784
390,48,20,9.9792,5.2562,1.5000,1.6875,120000,1.829208,1.162660,0.666897
391,48,21,9.6458,4.6970,1.3333,1.6042,120000,1.822305,1.151833,0.670816
392,48,13,10.3958,5.0835,1.3542,1.3333,120000,1.839790,1.167924,0.672217
393,48,20,9.9583,5.0937,1.5625,1.5417,120000,1.828019,1.160564,0.667804
394,48,21,9.7917,4.9392,1.4583,1.3958,120000,1.835540,1.165513,0.670376
395,48,12,10.4375,5.0078,1.4792,1.3125,120000,1.835326,1.168310,0.667368
396,48,8,10.4375,5.1716,1.3958,1.2917,120000,1.823465,1.155402,0.668410
397,48,12,10.0625,5.1380,1.3333,1.5208,120000,1.827145,1.155175,0.672317
398,48,22,10.0417,5.1688,1.2917,1.6875,120000,1.828159,1.160549,0.667958
399,48,20,9.9375,4.9786,1.3542,1.4375,120000,1.830472,1.165152,0.665669
400,48,26,9.7500,4.9533,1.5833,1.7917,120000,1.832614,1.158932,0.674030
401,48,12,9.8958,5.2727,1.1667,1.3333,120000,1.842212,1.174437,0.668127
402,48,15,10.1250,5.1143,1.2500,1.2708,120000,1.840326,1.168591,0.672086
403,48,15,9.8125,5.2125,1.3542,1.4167,120000,1.852666,1.183650,0.669371
404,48,16,10.1667,4.9838,1.3750,1.4583,120000,1.844301,1.173262,0.671391
405,48,22,9.8333,4.9154,1.5417,1.5208,120000,1.834812,1.167048,0.668114
406,48,19,9.8125,4.8777,1.3750,1.7292,120000,1.832679,1.163789,0.669239
407,48,21,9.7917,4.9845,1.4792,1.3958,120000,1.853985,1.179060,0.675279
408,48,17,9.7292,4.9234,1.2708,1.3333,120000,1.835461,1.166245,0.669565
409,48,20,10.1667,4.9163,1.5833,1.4375,120000,1.841940,1.174493,0.667799
410,48,17,10.1042,4.9988,1.6042,1.2500,120000,1.829480,1.163636,0.666193
411,48,14,10.0625,5.0711,1.3958,1.2500,120000,1.844981,1.180406,0.664929
412,48,18,9.9375,4.9235,1.3958,1.8125,120000,1.824267,1.162789,0.661827
413,48,12,10.3958,5.0741,1.2292,1.3333,120000,1.846291,1.181786,0.664859
414,48,15,10.3333,5.0867,1.4167,1.3750,120000,1.846892,1.184987,0.662261
415,48,18,10.1667,4.9724,1.3125,1.5625,120000,1.853728,1.190340,0.663745
416,48,17,9.7917,5.0058,1.5208,1.4792,120000,1.853938,1.189428,0.664866
417,48,18,10.0000,5.0093,1.4583,1.3542,120000,1.835439,1.172080,0.663711
418,48,20,9.9792,4.9479,1.6250,1.3958,120000,1.831816,1.163991,0.668173
419,48,14,10.1250,5.2714,1.2917,1.3750,120000,1.838670,1.178380,0.660643
420,48,14,10.3333,5.1666,1.4792,1.2083,120000,1.835803,1.173021,0.663134
421,48,25,9.4167,4.7137,1.6250,1.5625,120000,1.822929,1.170539,0.652741
422,48,24,9.1875,4.6560,1.2917,1.4375,120000,1.839524,1.178881,0.660997
423,48,23,9.8125,5.0806,1.5625,1.3958,120000,1.830651,1.173414,0.657588
424,48,24,9.8958,4.8630,1.3958,1.7083,120000,1.826718,1.165765,0.661303
425,48,18,10.0625,5.2620,1.5625,1.2500,120000,1.839742,1.188763,0.651336
426,48,22,9.7917,4.8388,1.3750,1.5208,120000,1.828521,1.169897,0.658975
427,48,15,9.2708,4.9830,1.4583,1.3958,120000,1.830576,1.180294,0.650636
428,48,16,10.1042,5.2175,1.5000,1.5000,120000,1.834186,1.178444,0.656095
429,48,13,9.6458,5.0331,1.2292,1.1458,120000,1.824126,1.171484,0.652994
430,48,12,10.3333,5.1726,1.3542,1.3542,120000,1.825290,1.168891,0.656749
431,48,17,10.0208,5.0377,1.2708,1.3750,120000,1.821718,1.165246,0.656822
432,48,19,9.6875,5.0147,1.4583,1.3542,120000,1.830568,1.176409,0.654512
433,48,12,10.1875,5.3213,1.3125,1.2500,120000,1.835201,1.178132,0.657422
434,48,25,10.1042,5.0592,1.6458,1.3333,120000,1.821039,1.166560,0.654828
435,48,13,10.4167,5.1518,1.4375,1.2917,120000,1.828456,1.169330,0.659477
436,48,13,10.0833,5.1274,1.1667,1.3333,120000,1.815606,1.166504,0.649452
437,48,18,9.9583,5.0022,1.3333,1.4375,120000,1.821739,1.167816,0.654274
438,48,15,10.1875,4.9732,1.4792,1.1250,120000,1.850057,1.197861,0.652554
439,48,13,10.2083,5.1325,1.3125,1.6250,120000,1.824484,1.175655,0.649182
440,48,18,9.8333,4.8533,1.5208,1.4167,120000,1.816720,1.165275,0.651795
441,48,13,10.2083,5.0118,1.4792,1.1458,120000,1.818735,1.165765,0.653320
442,48,12,10.4583,5.0750,1.3125,1.3542,120000,1.841077,1.185935,0.655497
443,48,13,10.2500,5.0926,1.5208,1.5208,120000,1.827292,1.173093,0.654551
444,48,18,9.9583,4.8789,1.1875,1.6042,120000,1.821891,1.166142,0.656099
445,48,14,10.1250,5.1346,1.2708,1.3958,120000,1.828886,1.175094,0.654144
446,48,14,10.3333,5.1072,1.3333,1.5833,120000,1.831573,1.175358,0.656568
447,48,24,9.1875,4.8337,1.5417,1.3750,120000,1.846623,1.182846,0.664131
448,48,20,9.8125,5.0948,1.4792,1.4583,120000,1.825924,1.165889,0.660385
449,48,14,10.0625,5.0951,1.0625,1.3333,120000,1.831179,1.169558,0.661971
450,48,17,10.2292,5.2972,1.5625,1.1667,120000,1.837369,1.173199,0.664522
451,48,14,10.1250,5.0337,1.1458,1.4167,120000,1.838452,1.173967,0.664838
452,48,22,9.7500,4.7791,1.3958,1.5208,120000,1.840717,1.173664,0.667405
453,48,17,10.3333,5.3198,1.2292,1.6250,120000,1.839442,1.173595,0.666199
454,48,17,10.1250,4.9216,1.2083,1.4583,120000,1.824669,1.165446,0.659572
455,48,16,9.9583,4.9900,1.2292,1.4375,120000,1.842196,1.179389,0.663160
456,48,24,9.4583,4.6819,1.9167,1.0625,120000,1.833537,1.169733,0.664154
457,48,13,10.0000,4.9125,1.2708,1.3542,120000,1.831944,1.172180,0.660115
458,48,22,10.1042,4.9491,1.4375,1.5417,120000,1.823427,1.161797,0.661979
459,48,13,10.0000,5.3030,1.2083,1.3750,120000,1.831345,1.171987,0.659710
460,48,16,10.2708,5.2856,1.3542,1.2708,120000,1.826476,1.166592,0.660235
461,48,16,10.2292,4.8719,1.5625,1.5000,120000,1.820549,1.162775,0.658122
462,48,19,9.8750,4.8150,1.4792,1.4167,120000,1.827895,1.168294,0.659952
463,48,13,10.3125,5.0905,1.6042,1.3958,120000,1.842994,1.181430,0.661918
464,48,17,9.8542,5.0176,1.1875,1.6458,120000,1.814457,1.161462,0.653344
465,48,19,9.7708,4.7366,1.2708,1.5833,120000,1.811297,1.157068,0.654575
466,48,11,10.1667,5.0756,1.4583,1.2708,120000,1.824979,1.164830,0.660499
467,48,13,10.3542,5.3676,1.2500,1.4792,120000,1.831390,1.176822,0.654921
468,48,14,10.0417,5.0226,1.2500,1.3958,120000,1.834846,1.173657,0.661541
469,48,16,10.0000,4.9464,1.7500,1.2083,120000,1.827671,1.173142,0.654881
470,48,17,9.9167,4.7623,1.3125,1.3750,120000,1.828621,1.170916,0.658056
471,48,15,10.1458,4.9523,1.4375,1.5625,120000,1.826118,1.166767,0.659700
472,48,15,9.9167,5.0294,1.5625,1.1875,120000,1.839670,1.182360,0.657665
473,48,22,9.9583,4.8672,1.4792,1.5417,120000,1.821672,1.163629,0.658392
474,48,18,10.2917,5.1628,1.5833,1.5833,120000,1.835060,1.174866,0.660546
475,48,16,10.2083,5.0417,1.5625,1.2500,120000,1.825980,1.166244,0.660086
476,48,15,10.1250,5.0885,1.6458,1.4167,120000,1.839126,1.182688,0.656792
477,48,18,10.2083,4.9588,1.4792,1.3958,120000,1.842457,1.186579,0.656234
478,48,15,9.8958,4.8775,1.2083,1.5833,120000,1.835397,1.175051,0.660698
479,48,19,10.1042,4.9945,1.3958,1.4583,120000,1.828080,1.170773,0.657658
480,48,19,9.7917,4.8851,1.4167,1.6458,120000,1.836283,1.178250,0.658386
481,48,19,9.8958,4.9766,1.2292,1.6042,120000,1.837421,1.175086,0.662686
482,48,19,10.0625,5.1691,1.4583,1.4167,120000,1.836081,1.174972,0.661461
483,48,17,10.2917,5.0688,1.3125,1.4375,120000,1.837043,1.174774,0.662621
484,48,20,10.0208,7.0394,1.1250,1.6250,120000,1.837731,1.176811,0.661272
485,48,10,9.7500,7.3190,1.0625,1.2917,120000,1.832008,1.173776,0.658583
486,48,12,10.0417,6.3052,1.2500,1.3750,120000,1.831482,1.170309,0.661524
487,48,15,9.8958,7.5338,1.3542,1.2708,120000,1.825967,1.166855,0.659461
488,48,15,9.8125,7.0917,1.4583,1.3333,120000,1.837889,1.175643,0.662598
